model,year,mileage_km,engine_size_l,fuel_type,transmission,body_condition,color,previous_owners,price_million_toman
Peugeot 206,2006,403500.0,1.4,petrol,manual,intact,silver,3,165.8
Pride,2014,219300.0,1.3,petrol,manual,intact,black,1,149.2
Kia Cerato,2006,366500.0,2.0,petrol_lpg,manual,,black,2,661.1
Kia Cerato,2009,285600.0,2.0,petrol,automatic,major_paint,black,4,1007.6
Peugeot 206,2017,176800.0,1.4,petrol_lpg,manual,major_paint,blue,4,276.0
Peugeot Pars,2008,310800.0,1.8,petrol_lpg,automatic,accident_repaired,red,2,145.8
Quik,2011,242200.0,1.5,petrol,manual,,black,4,154.3
Kia Cerato,2015,191300.0,2.0,petrol_lpg,manual,,grey,4,824.5
Tiba,2026,31900.0,1.5,petrol_lpg,manual,major_paint,white,5,292.4
Peugeot Pars,2016,200200.0,1.8,petrol,manual,intact,grey,3,379.3
Kia Cerato,2025,0.0,2.0,petrol,manual,minor_paint,silver,4,2464.7
Dena,2024,23500.0,1.7,petrol_lpg,automatic,intact,red,4,910.4
Pride,2026,1800.0,1.3,petrol,automatic,intact,black,4,342.3
Samand,2011,,1.8,petrol,manual,,silver,2,155.4
Peugeot 206,2024,11000.0,1.4,petrol,manual,intact,white,3,663.4
Toyota Corolla,2020,130100.0,1.8,petrol,automatic,major_paint, red ,4,1693.3
Peugeot 206,2016,160400.0,1.4,petrol,manual,accident_repaired,silver,1,255.3
Dena,2010,305800.0,1.7,petrol_lpg,manual,intact,white,1,332.7
Kia Cerato,2018,183800.0,2.0,petrol,manual,intact,white,2,1521.1
Rana,2012,251400.0,1.6,petrol,automatic,major_paint,white,3,276.4
Kia Cerato,2016,208400.0,2.0,petrol,automatic,intact,blue,3,1550.1
Pride,2005,376400.0,1.3,petrol,manual,minor_paint,white,4,60.0
Quik,2014,220600.0,1.5,petrol,automatic,major_paint,silver,4,191.4
Peugeot Pars,2016,199900.0,1.8,petrol,manual,major_paint,silver,3,272.9
Shahin,2018,157800.0,1.5,petrol,automatic,accident_repaired,white,3,452.1
Dena,2023,39300.0,1.7,petrol,manual,minor_paint,white,2,776.6
Kia Cerato,2026,0.0,2.0,petrol,manual,major_paint,white,1,2263.9
Tiba,2007,368200.0,1.5,petrol,automatic,major_paint,red,1,77.7
Kia Cerato,2011,340300.0,2.0,petrol,automatic,minor_paint,silver,1,1035.1
Hyundai Accent,2005,358400.0,1.6,petrol_lpg,manual,intact,silver,5,616.6
Toyota Corolla,2010,323900.0,1.8,petrol_lpg,MANUAL,accident_repaired,silver,4,738.3
Peugeot 206,2025,,1.4,petrol_lpg,manual,minor_paint,black,5,503.0
Peugeot Pars,2007,390100.0,1.8,petrol_lpg,automatic,intact,grey,1,197.7
Shahin,2005,,1.5,petrol_lpg,AUTOMATIC,,black,3,251.4
Hyundai Accent,2026,4200.0,1.6,petrol_lpg,manual,accident_repaired,silver,5,1310.4
Shahin,2016,185300.0,1.5,petrol,automatic,major_paint,grey,5,503.0
Toyota Corolla,2007,,1.8,petrol_lpg,manual,major_paint, grey ,3,736.1
Toyota Corolla,2019,133800.0,1.8,petrol_lpg,manual,minor_paint,white,1,2114.6
Quik,2020,128300.0,1.5,petrol,manual,major_paint,white,3,297.0
Kia Cerato,2021,110200.0,2.0,petrol,automatic,accident_repaired, grey ,4,1473.8
Peugeot Pars,2020,88400.0,1.8,petrol,manual,minor_paint,black,2,492.1
Kia Cerato,2014,,2.0,petrol,automatic,intact,white,5,1425.4
Pride,2012,234700.0,1.3,petrol_lpg,manual,intact,white,4,105.1
Kia Cerato,2018,199400.0,2.0,petrol,manual,intact, white ,3,1539.1
Quik,2025,21600.0,1.5,petrol_lpg,automatic,intact,white,2,499.3
Dena,2023,53000.0,1.7,petrol_lpg,manual,intact,silver,5,711.4
Quik,2013,177300.0,1.5,petrol,automatic,intact,blue,5,221.8
Peugeot Pars,2006,355900.0,1.8,petrol_lpg,manual,major_paint,silver,2,140.5
Quik,2023,35100.0,1.5,petrol,manual,minor_paint,black,4,392.9
Kia Cerato,2010,309600.0,2.0,petrol,manual,major_paint,red,5,736.4
Peugeot Pars,2017,188800.0,1.8,petrol,manual,accident_repaired,white,4,299.5
Pride,2016,194600.0,1.3,petrol_lpg,manual,intact,white,2,130.9
Tiba,2008,297000.0,1.5,petrol,manual,major_paint,silver,4,75.9
Samand,2014,213800.0,1.8,petrol,MANUAL,accident_repaired,white,1,186.9
Quik,2007,363200.0,1.5,petrol,MANUAL,accident_repaired,red,3,79.3
Rana,2025,14300.0,1.6,petrol_lpg,automatic,intact,white,3,705.0
Quik,2009,311500.0,1.5,petrol,manual,major_paint,red,4,112.8
Shahin,2006,392400.0,1.5,petrol,automatic,minor_paint,grey,1,271.8
Tiba,2018,98400.0,1.5,petrol_lpg,manual,accident_repaired, silver ,4,120.7
Dena,2022,55200.0,1.7,petrol,automatic,minor_paint,silver,3,855.8
Tiba,2013,229100000.0,1.5,petrol,MANUAL,accident_repaired,white,3,103.0
Tiba,2007,327900.0,1.5,petrol,manual,accident_repaired,white,2,69.7
Kia Cerato,2019,130500.0,2.0,petrol,manual,major_paint,silver,1,1403.8
Dena,2024,14400.0,1.7,petrol_lpg,manual,,red,3,608.1
Rana,2019,148000.0,1.6,petrol,manual,intact,blue,3,536.3
Pride,2021,61400.0,1.3,petrol,manual,intact,white,3,236.4
Peugeot 206,2017,132000.0,1.4,petrol,manual,minor_paint,black,2,346.8
Quik,2005,396800.0,1.5,petrol,manual,major_paint,grey,3,83.3
Rana,2020,121100.0,1.6,petrol,manual,intact,black,5,401.1
Dena,2025,76300.0,1.7,petrol,manual,major_paint,black,5,674.3
Shahin,2015,232100.0,1.5,petrol,manual,intact, grey ,3,460.8
Peugeot Pars,2021,,1.8,petrol,manual,major_paint,silver,4,349.1
Kia Cerato,2014,227900.0,2.0,petrol,MANUAL,intact,black,5,1228.4
Peugeot Pars,2022,69600.0,1.8,petrol,manual,major_paint,silver,5,405.9
Kia Cerato,2010,292000.0,2.0,petrol,automatic,major_paint,blue,3,895.2
Shahin,2017,,1.5,petrol,automatic,intact,black,4,618.9
Peugeot 206,2020,109900.0,1.4,petrol,manual,intact,white,2,402.4
Shahin,2019,92200.0,1.5,petrol,automatic,intact,red,3,700.7
Hyundai Accent,2024,0.0,1.6,petrol,MANUAL,major_paint,silver,5,1734.6
Dena,2018,148200.0,1.7,petrol,manual,intact,silver,4,495.0
Tiba,2010,311200.0,1.5,petrol,manual,,silver,2,88.9
Quik,2023,80600.0,1.5,petrol,manual,minor_paint,blue,4,289.7
Toyota Corolla,2010,337200.0,1.8,petrol,automatic,intact,white,1,1553.5
Hyundai Accent,2021,76700.0,1.6,petrol,manual,minor_paint, white ,1,1853.2
Samand,2015,201900.0,1.8,petrol,manual,minor_paint,silver,5,219.7
Pride,2011,332800.0,1.3,petrol,manual,major_paint,silver,5,64.4
Shahin,2011,281600.0,1.5,petrol_lpg,automatic,intact,black,1,418.5
Samand,2008,286200.0,1.8,petrol,manual,minor_paint,white,3,142.2
Peugeot Pars,2019,138700.0,1.8,petrol,manual,intact,black,3,457.4
Peugeot 206,2021,97400.0,1.4,petrol,manual,intact,silver,4,454.7
Rana,2013,240900.0,1.6,petrol,automatic,intact,silver,5,311.8
Rana,2018,186400.0,1.6,petrol,automatic,intact,white,2,505.4
Tiba,2013,228100.0,1.5,petrol,manual,minor_paint,black,2,164.7
Shahin,2012,280000.0,1.5,petrol_lpg,automatic,intact,silver,2,404.3
Toyota Corolla,2014,227700.0,1.8,petrol,manual,intact,grey,4,1509.1
Dena,2014,202800.0,1.7,petrol,manual,major_paint,silver,3,355.0
Dena,2024,23800.0,1.7,petrol,manual,intact,black,1,789.9
Samand,2019,149000.0,1.8,petrol,manual,major_paint, silver ,5,267.7
Rana,2016,219000.0,1.6,petrol,MANUAL,intact,white,3,354.7
Rana,2017,194000.0,1.6,petrol_lpg,manual,major_paint,grey,5,286.8
Shahin,2016,177000.0,1.5,petrol,manual,intact,black,2,594.1
Quik,2007,323300.0,1.5,petrol,manual,minor_paint,black,3,133.2
Toyota Corolla,2007,361600.0,1.8,petrol,automatic,minor_paint,white,5,1035.0
Shahin,2007,329300.0,1.5,petrol,manual,intact,grey,3,268.0
Hyundai Accent,2007,346200.0,1.6,petrol,automatic,accident_repaired,white,4,479.6
Peugeot 206,2010,287400.0,1.4,petrol,manual,intact,grey,3,208.7
Pride,2025,42500.0,1.3,petrol_lpg,manual,intact,grey,1,262.5
Peugeot 206,2025,52500.0,1.4,petrol,manual,intact,white,4,721.8
Shahin,2023,,1.5,petrol,automatic,minor_paint,blue,1,816.4
Dena,2018,133800.0,1.7,petrol,manual,minor_paint,blue,1,551.6
Peugeot Pars,2012,279400.0,1.8,petrol,automatic,minor_paint,grey,4,271.9
Dena,2020,106600.0,1.7,petrol,manual,intact,white,1,732.8
Hyundai Accent,2006,361500.0,1.6,petrol_lpg,MANUAL,intact,grey,5,547.0
Pride,2017,157800.0,1.3,petrol,manual,accident_repaired,silver,4,96.9
Peugeot Pars,2008,305400.0,1.8,petrol,automatic,major_paint,silver,1,202.5
Toyota Corolla,2013,189600.0,1.8,petrol,manual,minor_paint,black,2,1475.0
Peugeot 206,2023,60300.0,1.4,petrol,manual,,blue,5,409.6
Rana,2005,392000.0,1.6,petrol_lpg,manual,intact,black,4,131.2
Shahin,2022,62600.0,1.5,petrol,automatic,minor_paint,black,5,748.2
Tiba,2019,113500.0,1.5,petrol,manual,intact,silver,1,262.8
Samand,2006,345000.0,1.8,petrol,automatic,minor_paint,silver,4,151.7
Quik,2023,40000.0,1.5,petrol_lpg,manual,intact,white,2,398.7
Samand,2007,340700.0,1.8,petrol,automatic,minor_paint,red,1,164.1
Toyota Corolla,2022,62000.0,1.8,petrol,manual,intact,white,3,2075.7
Kia Cerato,2005,372800.0,2.0,petrol,automatic,intact,silver,5,907.4
Pride,2024,31500.0,1.3,petrol_lpg,manual,minor_paint,black,1,244.4
Hyundai Accent,2011,259200.0,1.6,petrol_lpg,manual,minor_paint,black,2,851.4
Rana,2023,60500.0,1.6,petrol,manual,intact,silver,5,597.3
Quik,2015,162000.0,1.5,petrol,AUTOMATIC,minor_paint, white ,2,249.4
Shahin,2022,78300.0,1.5,petrol,manual,intact,white,3,825.6
Tiba,2015,185400.0,1.5,petrol,manual,minor_paint,silver,2,164.1
Peugeot Pars,2013,280700.0,1.8,petrol,automatic,intact,blue,5,298.5
Hyundai Accent,2013,320000.0,1.6,petrol,automatic,minor_paint,white,1,888.9
Tiba,2011,284200.0,1.5,petrol,automatic,minor_paint,white,5,129.4
Kia Cerato,2016,165400.0,2.0,petrol,manual,intact,silver,3,1383.9
Samand,2016,170800.0,1.8,petrol_lpg,manual,accident_repaired,white,2,207.3
Shahin,2026,0.0,1.5,petrol,automatic,intact,black,5,963.4
Pride,2009,317300.0,1.3,petrol_lpg,manual,minor_paint, black ,5,76.0
Tiba,2018,160900.0,1.5,petrol,automatic,minor_paint,white,2,257.3
Samand,2012,230200.0,1.8,petrol,manual,,red,2,218.8
Kia Cerato,2017,164300.0,2.0,petrol_lpg,manual,intact,silver,3,1307.8
Tiba,2012,282000.0,1.5,petrol,manual,major_paint, white ,5,104.2
Peugeot Pars,2006,366800.0,1.8,petrol,manual,accident_repaired,silver,3,120.8
Kia Cerato,2016,190500.0,2.0,petrol,MANUAL,minor_paint,blue,1,1336.0
Tiba,2022,69700.0,1.5,petrol,manual,accident_repaired,red,2,200.4
Samand,2019,155100.0,1.8,petrol_lpg,MANUAL,intact,white,1,342.8
Shahin,2005,412800.0,1.5,petrol_lpg,manual,intact,silver,1,212.0
Samand,2022,43400.0,1.8,petrol,manual,major_paint,silver,1,368.8
Kia Cerato,2007,357000.0,2.0,petrol,manual,intact,white,3,872.6
Tiba,2010,238300.0,1.5,petrol_lpg,manual,minor_paint,white,5,112.4
Quik,2005,402400.0,1.5,petrol,manual,intact,silver,4,92.1
Samand,2012,240800.0,1.8,petrol,manual,intact,blue,5,182.3
Toyota Corolla,2024,,1.8,petrol,manual,minor_paint,black,2,2875.5
Peugeot Pars,2016,156000.0,1.8,petrol_lpg,manual,minor_paint,white,4,329.6
Dena,2023,69600.0,1.7,petrol,manual,intact,grey,2,757.4
Peugeot Pars,2015,214800.0,1.8,petrol_lpg,manual,minor_paint,silver,2,284.8
Pride,2015,,1.3,petrol,MANUAL,intact,grey,5,122.4
Shahin,2022,96400.0,1.5,petrol,manual,minor_paint,blue,3,615.8
Quik,2014,238400.0,1.5,petrol,manual,,black,4,193.2
Shahin,2006,371000.0,1.5,petrol,manual,accident_repaired,white,4,147.3
Peugeot 206,2021,57900.0,1.4,petrol,manual,major_paint,black,1,447.5
Kia Cerato,2018,116500.0,2.0,petrol,automatic,intact,white,2,2037.6
Pride,2012,242200.0,1.3,petrol,manual,minor_paint,black,1,101.8
Pride,2017,146800.0,1.3,petrol,manual,intact,white,3,143.2
Quik,2016,170900.0,1.5,petrol,manual,,blue,4,194.4
Toyota Corolla,2020,95500.0,1.8,petrol,manual,major_paint,grey,4,1704.4
Kia Cerato,2016,213000.0,2.0,petrol,manual,accident_repaired, white ,4,935.0
Tiba,2013,244300.0,1.5,petrol,manual,intact,black,2,161.2
Pride,2023,49800.0,1.3,petrol,manual,minor_paint,blue,1,244.4
Hyundai Accent,2023,41800.0,1.6,petrol,manual,intact, blue ,3,2082.3
Quik,2026,0.0,1.5,petrol,AUTOMATIC,minor_paint,white,2,420.9
Tiba,2019,111000.0,1.5,petrol,automatic,accident_repaired,blue,1,193.1
Dena,2021,113600.0,1.7,petrol_lpg,automatic,minor_paint,grey,4,565.1
Pride,2007,369200.0,1.3,petrol,AUTOMATIC,intact,black,4,70.6
Quik,2017,149200.0,1.5,petrol,manual,intact,grey,3,284.5
Quik,2015,173400.0,1.5,petrol,manual,intact,blue,3,215.8
Dena,2010,251900.0,1.7,petrol,automatic,,silver,4,346.2
Quik,2014,187800.0,1.5,petrol,manual,intact,white,2,220.9
Rana,2014,223900.0,1.6,petrol,manual,intact,red,3,308.1
Quik,2026,5800.0,1.5,petrol,AUTOMATIC,intact,silver,3,571.2
Kia Cerato,2007,335100.0,2.0,petrol_lpg,manual,minor_paint,blue,2,715.3
Dena,2008,338900.0,1.7,petrol,manual,major_paint,silver,4,190.9
Peugeot 206,2012,257800.0,1.4,petrol,manual,minor_paint,silver,4,208.5
Kia Cerato,2010,282300.0,2.0,petrol,manual,major_paint,blue,3,865.4
Kia Cerato,2010,273700.0,2.0,petrol_lpg,manual,major_paint,silver,3,771.3
Toyota Corolla,2005,391100.0,1.8,petrol,manual,intact,white,5,848.6
Tiba,2011,299300.0,1.5,petrol,manual,intact,white,3,141.0
Rana,2016,116400.0,1.6,petrol,manual,intact,silver,1,461.4
Quik,2025,600.0,1.5,petrol,MANUAL,minor_paint,black,5,397.2
Kia Cerato,2020,134200.0,2.0,petrol,manual,minor_paint,black,1,1849.1
Peugeot 206,2009,328800.0,1.4,petrol,manual,intact,black,2,204.4
Kia Cerato,2015,219500.0,2.0,petrol,manual,minor_paint,black,4,1366.3
Rana,2009,286100.0,1.6,petrol,MANUAL,intact,silver,5,194.9
Peugeot 206,2026,0.0,1.4,petrol,manual,minor_paint,silver,5,544.5
Pride,2025,42200.0,1.3,petrol,automatic,intact,blue,2,308.0
Samand,2016,177000.0,1.8,petrol,manual,accident_repaired,white,4,184.9
Quik,2015,198200.0,1.5,petrol,manual,intact,red,2,218.2
Peugeot 206,2025,0.0,1.4,petrol,automatic,minor_paint,silver,3,740.1
Quik,2022,18100.0,1.5,petrol,manual,intact,blue,5,379.6
Peugeot Pars,2023,55900.0,1.8,petrol_lpg,manual,,white,4,481.1
Dena,2023,47700.0,1.7,petrol,automatic,minor_paint,grey,2,735.8
Shahin,2021,69800.0,1.5,petrol,manual,minor_paint,red,1,722.5
Kia Cerato,2025,16100.0,2.0,petrol,manual,minor_paint,red,4,2058.1
Samand,2011,274600.0,1.8,petrol,manual,minor_paint,white,3,206.6
Peugeot Pars,2009,267500.0,1.8,petrol,manual,minor_paint,blue,4,197.8
Peugeot Pars,2011,264500.0,1.8,petrol,manual,intact,red,2,291.7
Toyota Corolla,2022,91700.0,1.8,petrol_lpg,manual,minor_paint,blue,1,2256.6
Rana,2015,201800.0,1.6,petrol_lpg,manual,minor_paint,grey,2,272.3
Peugeot 206,2026,1900.0,1.4,petrol,manual,intact,black,1,692.0
Toyota Corolla,2018,179300.0,1.8,petrol,automatic,intact,blue,3,1963.7
Rana,2005,380600.0,1.6,petrol_lpg,manual,minor_paint,white,3,136.4
Rana,2025,11200.0,1.6,petrol,manual,intact,white,4,670.2
Tiba,2026,0.0,1.5,petrol,manual,intact,red,1,365.2
Samand,2021,117400.0,1.8,petrol,manual,intact,grey,2,435.7
Shahin,2015,199600.0,1.5,petrol,manual,minor_paint,black,1,505.5
Toyota Corolla,2017,152900.0,1.8,petrol,automatic,accident_repaired,white,5,1375.1
Hyundai Accent,2020,117100.0,1.6,petrol,manual,intact,black,1,1653.6
Pride,2011,246500.0,1.3,petrol,MANUAL,intact,grey,3,99.5
Tiba,2016,188300.0,1.5,petrol_lpg,automatic,intact,grey,3,193.6
Hyundai Accent,2006,376300.0,1.6,petrol,manual,minor_paint,black,3,686.9
Samand,2016,186700.0,1.8,petrol,manual,major_paint,grey,5,227.0
Kia Cerato,2025,0.0,2.0,petrol,automatic,intact,white,2,2799.6
Rana,2007,361000.0,1.6,petrol,manual,intact,black,1,176.7
Peugeot 206,2021,115200.0,1.4,petrol,manual,intact,black,4,468.0
Rana,2014,,1.6,petrol,MANUAL,intact,silver,4,307.1
Kia Cerato,2026,19000.0,2.0,petrol,manual,minor_paint,red,5,1934.4
Rana,2024,65000.0,1.6,petrol,MANUAL,minor_paint,white,4,471.6
Shahin,2020,108300.0,1.5,petrol,manual,minor_paint,black,4,594.4
Shahin,2006,,1.5,petrol_lpg,manual,intact,blue,5,227.5
Shahin,2023,45600.0,1.5,petrol_lpg,manual,intact,silver,3,750.0
Shahin,2024,33900.0,1.5,petrol,manual,minor_paint,white,5,842.9
Rana,2007,361400.0,1.6,petrol,manual,intact,silver,5,178.8
Rana,2011,261500.0,1.6,petrol,manual,intact,silver,4,270.1
Samand,2014,192300.0,1.8,petrol,automatic,minor_paint,silver,1,295.3
Tiba,2017,149500.0,1.5,petrol,manual,minor_paint,blue,1,199.4
Kia Cerato,2019,56400.0,2.0,petrol_lpg,AUTOMATIC,minor_paint,white,5,1587.5
Tiba,2023,23400.0,1.5,petrol_lpg,automatic,,silver,3,309.6
Shahin,2021,,1.5,petrol,manual,minor_paint, white ,5,683.4
Quik,2020,125800.0,1.5,petrol,automatic,major_paint,silver,2,293.0
Dena,2022,47300.0,1.7,petrol_lpg,manual,major_paint,silver,1,560.0
Tiba,2009,334000.0,1.5,petrol_lpg,manual,intact, silver ,2,108.0
Tiba,2010,237100.0,1.5,petrol_lpg,MANUAL,minor_paint,black,2,127.6
Peugeot Pars,2011,218600.0,1.8,petrol,manual,intact,silver,3,303.4
Samand,2011,234000.0,1.8,petrol_lpg,manual,intact,grey,3,200.6
Samand,2020,97900.0,1.8,petrol_lpg,manual,minor_paint,silver,5,323.1
Hyundai Accent,2010,277700.0,1.6,petrol,manual,intact,blue,3,922.8
Peugeot Pars,2022,43400.0,1.8,petrol,manual,intact,white,1,594.8
Quik,2010,,1.5,petrol,automatic,major_paint,red,1,142.9
Toyota Corolla,2022,66000.0,1.8,petrol,manual,intact,grey,1,2882.5
Tiba,2018,136600.0,1.5,petrol,manual,intact,grey,2,238.2
Pride,2007,301800.0,1.3,petrol,manual,minor_paint,silver,1,78.2
Dena,2009,,1.7,petrol,manual,intact,black,5,269.6
Rana,2006,357000.0,1.6,petrol_lpg,automatic,accident_repaired,silver,3,127.2
Peugeot Pars,2005,371200.0,1.8,petrol_lpg,manual,accident_repaired,grey,2,120.0
Kia Cerato,2017,147500.0,2.0,petrol,automatic,minor_paint, white ,4,1673.0
Kia Cerato,2023,47800.0,2.0,petrol,manual,major_paint,silver,1,1949.5
Samand,2025,0.0,1.8,petrol,manual,intact,silver,2,672.3
Samand,2011,268200.0,1.8,petrol,manual,intact,silver,1,204.2
Samand,2014,232700.0,1.8,petrol_lpg,manual,accident_repaired,black,1,176.4
Rana,2017,183300000.0,1.6,petrol,manual,intact,silver,4,407.9
Dena,2015,203800.0,1.7,petrol,automatic,minor_paint,white,4,499.4
Rana,2016,196000.0,1.6,petrol,MANUAL,accident_repaired, silver ,1,268.5
Rana,2024,64600.0,1.6,petrol,automatic,intact,silver,1,579.8
Peugeot 206,2007,325400.0,1.4,petrol,manual,major_paint,white,3,133.9
Peugeot 206,2005,347800.0,1.4,petrol,automatic,intact,black,1,202.9
Shahin,2018,186300.0,1.5,petrol,manual,major_paint,silver,1,481.1
Hyundai Accent,2024,2800.0,1.6,petrol,automatic,accident_repaired,black,2,1768.3
Quik,2009,303100.0,1.5,petrol_lpg,manual,intact,grey,2,141.0
Rana,2006,387600.0,1.6,petrol,manual,intact,white,2,187.6
Shahin,2026,0.0,1.5,petrol,manual,intact, silver ,1,948.7
Samand,2016,183500.0,1.8,petrol,automatic,minor_paint,silver,5,286.4
Rana,2023,84400.0,1.6,petrol,manual,major_paint,grey,1,493.0
Shahin,2016,252800.0,1.5,petrol,automatic,accident_repaired,silver,4,354.9
Quik,2013,225500.0,1.5,petrol,manual,intact,silver,2,175.6
Pride,2024,40000.0,1.3,petrol_lpg,manual,minor_paint,black,1,246.2
Kia Cerato,2008,322100.0,2.0,petrol_lpg,manual,intact,white,3,942.3
Dena,2014,195100.0,1.7,petrol,manual,minor_paint,silver,1,448.0
Toyota Corolla,2021,82200.0,1.8,petrol,automatic,intact,white,2,2864.9
Kia Cerato,2006,374400.0,2.0,petrol_lpg,manual,intact,blue,5,743.3
Shahin,2020,107600.0,1.5,petrol,manual,major_paint,white,4,503.8
Peugeot Pars,2012,262800.0,1.8,petrol,AUTOMATIC,minor_paint,silver,3,293.9
Kia Cerato,2024,70900.0,2.0,petrol,automatic,minor_paint,grey,4,2366.9
Tiba,2006,372600.0,1.5,petrol_lpg,automatic,intact,grey,1,99.3
Dena,2026,58000.0,1.7,petrol,manual,major_paint,red,2,695.7
Rana,2008,344600.0,1.6,petrol_lpg,manual,minor_paint,black,3,185.1
Dena,2024,,1.7,petrol_lpg,manual,minor_paint,white,2,694.1
Pride,2005,382100.0,1.3,petrol,automatic,intact,red,3,60.6
Pride,2009,318200.0,1.3,petrol,manual,minor_paint,silver,3,79.1
Samand,2026,35700.0,1.8,petrol,manual,intact,black,2,597.9
Hyundai Accent,2025,37500.0,1.6,petrol_lpg,automatic,major_paint,grey,4,1757.1
Tiba,2018,139900.0,1.5,petrol_lpg,manual,minor_paint,silver,2,219.3
Tiba,2022,36400.0,1.5,petrol_lpg,automatic,minor_paint,black,4,302.6
Dena,2009,285600.0,1.7,petrol,manual,accident_repaired,grey,3,211.2
Samand,2025,7000.0,1.8,petrol,manual,intact,white,1,609.6
Pride,2005,397200.0,1.3,petrol,AUTOMATIC,major_paint,silver,4,60.0
Shahin,2011,264200.0,1.5,petrol,manual,intact,silver,3,374.9
Hyundai Accent,2023,62100.0,1.6,petrol,manual,intact,white,4,1941.7
Dena,2007,358800.0,1.7,petrol,manual,accident_repaired,black,2,188.0
Dena,2018,162600.0,1.7,petrol,manual,major_paint,grey,5,368.9
Toyota Corolla,2014,216400.0,1.8,petrol,automatic,minor_paint,black,5,1456.2
Hyundai Accent,2020,108200.0,1.6,petrol,manual,intact,blue,5,1667.3
Tiba,2013,240800.0,1.5,petrol,manual,,white,3,124.6
Dena,2007,355000.0,1.7,petrol,manual,intact,grey,2,269.1
Samand,2007,335700.0,1.8,petrol,manual,intact,silver,4,142.3
Samand,2026,0.0,1.8,petrol_lpg,manual,major_paint,white,3,399.2
Peugeot Pars,2013,,1.8,petrol,manual,intact,white,4,288.7
Samand,2009,302100.0,1.8,petrol,automatic,,black,2,192.9
Quik,2017,242600.0,1.5,petrol,manual,accident_repaired, white ,5,138.2
Kia Cerato,2022,63000.0,2.0,petrol,automatic,intact,white,5,2376.7
Kia Cerato,2009,317300.0,2.0,petrol_lpg,manual,intact,silver,1,974.7
Quik,2006,406100.0,1.5,petrol,MANUAL,minor_paint,white,4,100.4
Tiba,2023,69900.0,1.5,petrol,manual,minor_paint,silver,1,326.7
Dena,2019,148800.0,1.7,petrol,manual,intact,white,5,529.0
Shahin,2013,252000.0,1.5,petrol_lpg,manual,intact,silver,1,426.3
Shahin,2017,170000.0,1.5,petrol_lpg,manual,intact,white,3,604.7
Dena,2026,0.0,1.7,petrol_lpg,automatic,minor_paint,black,1,977.0
Peugeot 206,2013,249600.0,1.4,petrol,MANUAL,intact,black,5,253.9
Hyundai Accent,2019,87800.0,1.6,petrol,manual,intact,black,4,1646.7
Hyundai Accent,2015,194800.0,1.6,petrol,manual,minor_paint,white,5,1116.5
Kia Cerato,2025,29100.0,2.0,petrol,manual,minor_paint,white,2,2185.9
Pride,2022,106900.0,1.3,petrol,manual,,white,1,210.2
Toyota Corolla,2022,89700.0,1.8,petrol,manual,intact,grey,5,2166.1
Hyundai Accent,2020,,1.6,petrol,manual,intact,red,5,1504.9
Hyundai Accent,2009,320000.0,1.6,petrol,manual,intact,black,2,714.0
Tiba,2010,317800.0,1.5,petrol,automatic,minor_paint,red,5,115.3
Toyota Corolla,2010,296900.0,1.8,petrol,automatic,intact,blue,1,1503.6
Shahin,2010,342900.0,1.5,petrol,AUTOMATIC,minor_paint,blue,4,294.4
Rana,2012,227400.0,1.6,petrol,manual,minor_paint,white,3,241.8
Samand,2022,52800.0,1.8,petrol,manual,minor_paint,silver,2,444.3
Rana,2026,0.0,1.6,petrol,automatic,accident_repaired,black,3,540.9
Pride,2024,56300.0,1.3,petrol,automatic,,white,4,208.9
Dena,2008,292300.0,1.7,petrol_lpg,manual,minor_paint,black,4,196.4
Peugeot Pars,2021,139000.0,1.8,petrol,manual,intact,blue,4,418.2
